unique_hash,text,drug
0e289e64bf4e6e859316c4af25de94380a6b864f,Hope this helps you I am scheduled for my 4th infusion this Friday This will be my first  8 weeks So far so good fingers crossed The infusion is only 30 minutes but it takes 3045 minutes for the pharmacy at the hospital to mix the med I asked if I could call ahead so they could have it ready when I got there and they wont do that Good luck 57 yo female diagnosed wUC to mid transverse 1113 now UC or Crohns colitis Current meds Entyvio 72216 Asacol HD 2 Tabs 3xday Capozide 1day hypertension omeprazole OTC Loratadine 1day multivitamin 1day Past Apriso Colazal Lialda Uceris prednisone azathioprine had to discontinue due to elevated liver enzymes Stopped the homemade nopal water and will use it if I flare,entyvio
7f5d57e3b59eb366a9879d9eae4ef6697dd6711c,Best wishes for a smooth surgery Will be checking back in to see your progress 36yr old mother of 3 Moderate Pancolitis 1317 Hosp 1 week on Solumedrol Delzicol Apriso pred then switched to Balsazide 750 mg and Uceris 9 mg 3 wks Minor flare in August flare since Oct 20 Acute pancreatitis from Balsalazide hosp 2 days Started Humira 121517 40 mg pred waiting on Entyvio due to reaction Humira Veg gf no cows milk multi calmag Aroga Purrium,entyvio
6a584c31bc0887210ffcff8c6981aee0d9d6bf74,No nausea meds but I havent asked either They sent zofran with me for the drive home but I think it sometimes makes me feel a little weird so I havent taken it I had a vomitfree night so Im keeping my fingers crossed that things are waking up Diagnosed with ulcerative colitis in 2011 In remission until 2015 with Lialda and prednisone No response with Entyvio or Remicade azathioprine Opted for threestep j pouch surgery Completed step one subtotal colectomy with ileostomy May 2017 Completed step two protocolectomy ileal pouch anal anastomosis and loop ileostomy January 2018 Completed step three takedown June 2018,entyvio
06758ec2d3d9c4c5943234bd57786c126b71bd76,Im doing the three step jpouch surgery The journey has had its hiccups a partial blood clot in July but Ive never come close to feeling as badly as I did before surgery The ostomy is manageable but I do look forward to being able to use the bathroom without products I do feel amazing  So many people have told me that I look like myself again It has been shocking to realize how much of myself I had lost during the worst parts of my illness As for prednisone dosing my highest dose was about 40mg except for a short span when they put me on 60mg right before I decided on surgery Most of the first four years was spent trying to taper down and every time I got to about 10mg Id start to have breakthrough symptoms The last year I was able to taper off entirely for about four weeks and and then I had a relapse and went back to 40mg a day Its really hard to make up your mind when surgery still feels optional  I dont know that I would have picked it without being told it was my only option It was a lot easier to accept when I felt like the choice had been made for me And when you add in the hope when every new med seems to work for you initially it must be hard to struggle with the right answer Heres my take I would take my situation now over even my best day with US Why Because Im going to stay pretty much OK but when I was dealing with UC I knew the good days would eventually lead to bad days Good luck  Lots of people are pulling for you to beat this Diagnosed with ulcerative colitis in 2011 In remission until 2015 with Lialda and prednisone No response with Entyvio or Remicade azathioprine Opted for threestep j pouch surgery Completed step one subtotal colectomy with ileostomy May 2017,entyvio
1edeadd7478292b964ce6807b2314579698d60ff,Sometimes there are other people with the patients I just go by myself and read The infusion itself is only 30 minutes but it takes about 45 minutes after I arrive before the infusion starts because they have to mix the med for the IV I asked if they could mix it if I called ahead and they wont do it until I am actually there During that 45 minutes they get my IV put in so as soon as the med is ready it can start I didnt have any blood tests before the infusion and they let me go as soon as the infusion was complete I havent had any side effects at all Went shopping right after my last infusion Good luck 57 yo female diagnosed wUC to mid transverse 1113 now UC or Crohns colitis Current meds Entyvio 72216 Asacol HD 2 Tabs 3xday Prednisone Capozide 1day hypertension omeprazole OTC Loratadine 1day multivitamin 1day homemade Nopal water Past Apriso Colazal Lialda Uceris azathioprine had to discontinue due to elevated liver enzymes,entyvio
78e0bd22341c8864357b1f2d15af099aca1f91f4,Corn is supposed to have all kinds of issues for UC as I recall I forget the term they use and Im sure someone more knowledgeable than me will answer better Corn on the cob was my favorite veggie but I gave it up years ago I miss it And fritos  Partial Colectomy for diverticulitis Sept 2014 UC Diagnosis March 2016  18 days in hospital with pancolitis Apriso 375 g x 4day Canasa suppositories as needed Methotrexate 25 mg x 4week Levothyroxine 50 mcgday Zoloft for depression Supplements Zinc Lglutamine VSL 3 Folic Acid CoQ10 turmeric Started Entyvio Wed 32917 Constant flares since March 2016 only relieved by Prednisone,entyvio
ab4524d36e0bfd080a0880cdd27f4efcf3a6fda7,If youve failed at least two biologic medications of different classes then it is perfectly reasonable to think seriously about a surgery youve tried entyvio xeljanz and now remicade As the medical literature says that the odds are you are a nonresponder to all UC treatments from that point forward Are there exceptions to the rule where somebody did eventually respond Sure but the odds are much much lower Youre on 30mgs of pred and have been fighting UC for 4years Pred can do irreversible damage to your body when used longterm osteoporosis glaucoma type ii diabetes Not sure your cumulative time on pred but if you cannot get off of it without flaring then surgery seems like a good idea to look into further Id recommend arranging a surgery consultation a noobligation question and answer session with a colorectal surgeon You get to ask himher all of the things that concern you about a surgery and youll get answers by an expert Create a list of things youre curious about and would need to know prior to undergoing a surgery bring it with you and check off each question as you ask them Everyone who has gone through surgery was initially scared about the prospect and I think that is only humannature As its a big plumbing change and the procedure has risks recovery time etc Not something to be taken lightly You just do your research find a good colorectal surgeon who has done many regular UC surgeries What a UC surgery can give you back is a quality of life and predictability You can hold bms for 12 an hour an hour or hours and go when it is convenient to you something never ending flares cannot give you A good outcome is 46 bms a day evenly spaced out within a day without urgency or pain Often you go while you pee its quick and uneventful How many times a day do you currently pee and how often It is likely similar intervals Moderator Ulcerative Colitis John  40 UC Proctosigmoiditis Rx Remicade 5mgskg6wks daily 75mgs 6MP 48g genericLialda and rowasa I laughed I cried and I screamed out in anger all in one poop Thanks UC,entyvio
cd501a35d73d09ee328aded6e677b82fd3b70d12,The max dose of Lialda is 4 tabletsday When you started flaring they should have increased your dose instead of taking you off You can be on max dose indefinitely or you can taper down to 2 tabletsday as a maintenance dose Sounds to me like your doc didnt say you couldnt be on rectal meds long term  just that you didnt have to be My recommendation is to ask for 4g mesalamine enemas and use them daily until you are in a good solid remission an then you could slowly taper to less frequent use At the SAME time you should also be on max dose of oral meds If you were on Lialda for 2 months before you started flaring it sounds like you could go back on that at the MAX dose Or you could give the basalazide a try Either way stay on the pills even in remission Dont ask  TELL your doc what you would like to do before they bump you to more powerful drugs Not saying you wont need more powerful meds in the future but it doesnt sound like you have fully explored the first level of treatment mesalamine meds If you have a lot of diarrhea Uceris may not work Its designed to release the med in the colon but with D things are moving too fast for it to fully dissolve Same can be true for Lialda Thats why you also need the enemas Canasa only reaches the rectum Your inflammation is higher so thats why you need the enemas Basalazide has a different release mechanism and I dont know much about it but it may actually be a better option for you if you have a lot of D Max dose is 3 capsules 3Xday 58 yo female diagnosed wUC to mid transverse 1113 now UC or Crohns colitis Remission since 1016 confirmed by scope in Dec 16 Current meds Entyvio 72216 Asacol HD 2 Tabs 3xday Capozide 1day hypertension omeprazole OTC Loratadine 1day multivitamin 1day Post Edited CCinPA  2112017 21212 PM GMT7,entyvio
90ba65f27750004e874e94de055e8966e367ef59,So I did my flex sig last Tuesday and got the results back no infection no cmv etc however active colitis despite therapeutic levels of Humira in my system Results said diffuse chronic active colitis mild activity with surface erosion My doctor initially recommended Remicade since I had a short initial response to Humira however after verifying my insurance Remicade Simponi and Entyvio are not covered She said lt  looks like Cimzia is the only thing covered Hopefully we should know more about it in a week Is this not a very common drug to use Ive never heard of it Are the side effects the same Anyone with experience I feel like Im just going round and round and getting nowhere,entyvio
ea6fb25f84ed0122f8a42db17ef7b7efafd8c0fd,I just had my third infusion of Entyvio April 10 Since my March 14 infusion my symptoms slowly started coming back and the first week of April I had joint pain and fatigue and some blood the day of the April 10 infusion but the symptoms were not as bad as before i started Enyvio A few hours after my April 10 infusion my symptoms improved and the morning after I feel much better Joint pain gone but some lower back pain and a little pain in Biceps and BMs are two a day and solid Nurse says that health improvements begin after 3rd or fourth infusion so hopefully my health stays stronger for longer till the next infusion June 5 Ill record my symptoms here each week between now and the June 5 infusion Im still on 10mg of Prednisone daily Also I have swelling in my right lower leg and ankle that Ive had for 2 years and this has not improved I assumed this was due to my Colitis and maybe related to leaking gut Sulfasalazine Occasional prednisone Losing muscle mass while in flare Tecta for swallowing issues,entyvio
b7ed5f5413e49b3358d692e69805504efd90c7d7,Ive never had hair loss from anything before except for when I took Methotrexate almost a decade ago Ive recently noticed a lot of hair shedding and Ive been trying to figure out the cause but so many meds can have a rare side effect of hair loss Has anyone had hair loss from a drug that they didnt experience hair loss from before I think I have whats called telogen effluvium which is basically when a much larger percentage of your hair goes into the resting phase and then falls out It says that the cause usually happens between 24 months preceding the hair fall out because it takes about that long for the hair in the resting phase to finally fall out I have been on Imuran and Entyvio for 3 years but I recently had a flare and took Prednisone again about 3 months ago in addition to Voltaren gel for the associate arthritis Im wondering if its possible that this time the prednisone could cause hair loss Or maybe its the combination of drugs Randomly Im also on RetinA which I just upped my percentage right around the same time and Ive also read some people can have hair loss from that Im just trying to pinpoint the cause to hopefully ease some anxiety and gain hope that eventually the hair shedding will slow down back to normal I went to the doctor today and shes had me do some blood work but she didnt really seem to have any strong opinion or thoughts of what was causing it Also I know stress can cause hair loss but Ive been much more stressed physically and mentally in the past and have never experienced hair loss,entyvio
62ab2bd211652dad4fb4a358957a8998a6675faa,Hi Im very new to this but someone told me that it might help Long story short I was diagnosed with Chrons in 2012 I quickly went into remission but its been active again for at least the last 6 months I just started Entyvio infusions and will get rechecked for healing in a year If its still active we will switch to Remicade I guess the reason Im posting is because all of this happened around the time that I removed my IUD because my husband and I were gearing up to try to have children But my doctor told me that until there is mucosal healing pregnancy could be fatal to the baby and me so were not allowed to try I just turned 32 and am having a hard time not knowing whats going to happen next Will it be healed and we can try when Im 33 Will we have to wait another year Not to mention that the side effects are causing me lots of problems I hope as the infusions get more and more spaced out my body will adjust to the meds The worst part right now is the unknown Im incredibly type A more along the lines of Type A multiplied by infinity Im all open to other forms of having a family But I just want to know,entyvio
f073bf205c1ad1c5266de67ecc698448a8adea4d,So I was diagnosed with mild UC November 2016 and ever since that I have only gone downhill Humira did nothing for me and Im trying to get approval for entyvio Lately I get up like 56 times a night to go to the bathroom and its getting ridiculous I find that if Im sleeping on one side and quickly shift to the other I have to run to the bathroom Its like my colon is sleeping and if I shift over to the other side I just woke it up Anyone else deal with this Just had my 3rd colonoscopy and now its severe UC If that helps anything,entyvio
b1b4a93c78dc64babf1ed1cc26c78583bb5513c0,Ive had Crohns going on 15 years now been all over the treatment map drugs  I found out a year ago that I have MS to go along with Crohns Im taking Gilenya for my MS My gastro wants to put me on Entyvio for my Crohns I was wondering if anyone else has a similar story ,entyvio
b7ee8991faf36ef886a8d399716e97b68a995eca,For me fatigue was always the result of Pred The only side effect i have to contend with on Entyvio is a little joint pain but my energy level is great,entyvio
0fae60e59af1702fdc734f25a78c71334299f58c,ByeBye Ben Carson proposed health savings accounts His plan was to give each person 2000year that can be used for insurance medical care  drugs You get it from birth and it can accumulate and be traded among family members That was it Doesnt sound very good to me ks its long been a dream of Paul Ryan to privatize both Social Security and Medicare I am so horrified about this election Im trying to search for optimism and hope that things wont be as bad as I think they will be I havent found a single ray of sunshine yet People are more ugly to each other every day Seems like we are heading towards a mix of Ayn Rand  Mad Max type of world 57 yo female diagnosed wUC to mid transverse 1113 now UC or Crohns colitis Current meds Entyvio 72216 Asacol HD 2 Tabs 3xday Capozide 1day hypertension omeprazole OTC Loratadine 1day multivitamin 1day Past Apriso Colazal Lialda Uceris prednisone azathioprine had to discontinue due to elevated liver enzymes Stopped the homemade nopal water and will use it if I flare,entyvio
e7e8edad6678a3a60a0f3a5110c35d7cefeae428,Holy crap  Your story sounds exactly like mine I was also hospitalized in December 2017 lost a ton of weight within a couple weeks had a really bad nonresponsive reaction to Prednisone etc Unsure if youre in Texas or not since your name but I am The only thing that helped me was honestly finding a different GI team The first hospital I went to misdiagnosed me the second one released me entirely too early and my body couldnt handle the pill forms of the medications I was on Eventually I was readmitted to the same hospital My GI doctor came in and told me she needed to step over the line to save my colon and transfer me to a better hospital that could handle my problem with more expertise I was transferred to UT Southwest William P ClementsZale Lipshy they had my symptoms improving within three days The other hospital literally just kept me in a dark room for two weeks with a steady drip of morphine What they did that helped me the MOST was take me off of Prednisone and put me on a pill biologic Tacrolimus Tacrolimus and Bentyl were my live savers I was on a ton of antibiotics and Valcyte even Eventually when my liver was strong enough to begin an infusion plan Remicade JACKED me up I went to Entyvio Since December I was able to ditch about 14 prescript ions I currently take Bentyl Uceris and get Entyvio every 8 weeks Also bought some slippery elm people in here talk about it a lot and it REALLY helps  Bought some Biotin gummies from Amazon which I read can help with the hair fallout because my hair is EVERYWHERE and its destroying my soul and making me so sad But I guess when you have a super bad UC flare it puts your hair into a funky dormant stage Usually when your hair begins to fall out its always from a previous flare months before I read that it can be a sign of healingmaking room for new growth If youre in the DFW area I can get you some good GI informationThe teams here saved my life 27 years old  Female Diagnosed  December 2017Ulcerative Pancolitis Spent DecemberFebruary in the hospital Treatments Remicade severe liver damage stopped treatment immediately Prednisone caused severe weight gain as well as swollen feet and legs become nonresponsive Valcyte to kill my CMV infection Tacrolimus bridging biologic medication Entyvio currently on dose 3,entyvio
99d1da4c910d8723e315d80ac35b4e8b619c921b,Im so glad to see this post right now My second surgery is in a few hours and it occurred to me that there are things coming I wont expect I spent so much time preparing for the first surgery and thinking it through and I did learn plenty about the subsequent surgeries but when I felt so wonderful after the first surgery I put all this ta the back of my mind its good to hear about the pouchgram and anuscope I was so excited about this prep  just no food No drinking horrible liquids until I felt like I was going to explode Sign me up Diagnosed with ulcerative colitis in 2011 In remission until 2015 with Lialda and prednisone No response with Entyvio or Remicade azathioprine Opted for threestep j pouch surgery Completed step one subtotal colectomy with ileostomy May 2017,entyvio
d8a3b17c968493fa1bb6a648d718311b3b5936a3,Very bad and sometimes deadly infections have happened in patients who take inFLIXimababda Most people who had these infections were taking other drugs to lower the immune system like methotrexate or steroid drugs If you have any infection are taking antibiotics now or in the recent past or have had many infections talk with your doctor TB tuberculosis has been seen in patients started on inFLIXimababda These patients were exposed to TB in the past but never got the infection You will be tested to see if you have been exposed to TB before starting inFLIXimababda Lymphoma and other cancers have happened in people who take inFLIXimababda or drugs like it This has been deadly in some cases Talk with the doctor A rare type of cancer called hepatosplenic Tcell lymphoma HSTCL has happened with inFLIXimababda and other drugs like it These cases have been deadly Almost all cases were in people who were using drugs like this one along with certain other drugs azathioprine or 6mercaptopurine Most of the time this happened during treatment for Crohns disease or ulcerative colitis Also most cases were in male teenagers or young men Talk with the doctor  Uses of InFLIXimababda See also Entyvio It is used with methotrexate to prevent more problems in patients with moderate to very bad rheumatoid arthritis  It is used to treat Crohns disease  It is used to treat psoriatic arthritis  It is used to treat plaque psoriasis  It is used to treat ankylosing spondylitis  It is used to treat ulcerative colitis  It may be given to you for other reasons Talk with the doctor  What do I need to tell my doctor BEFORE I take InFLIXimababda If you have an allergy to infliximab or any other part of inFLIXimababda If you are allergic to mouse proteins talk with the doctor If you are allergic to any drugs like this one any other drugs foods or other substances Tell your doctor about the allergy and what signs you had like rash hives  itching shortness of breath wheezing cough swelling of face lips tongue or throat or any other signs If you have heart failure weak heart If you are taking any of these drugs Abatacept or anakinra  If you are taking or will be taking another drug like this one If you are breastfeeding Do not breastfeed while you take inFLIXimababda This is not a list of all drugs or health problems that interact with inFLIXimababda Tell your doctor and pharmacist about all of your drugs prescription or OTC natural products  vitamins  and health problems You must check to make sure that it is safe for you to take inFLIXimababda with all of your drugs and health problems Do not start stop or change the dose of any drug without checking with your doctor  What are some things I need to know or do while I take InFLIXimababda Tell all of your health care providers that you take inFLIXimababda This includes your doctors nurses pharmacists and dentists This medicine may lower the ability of your bone marrow to make blood cells that your body needs This can lead to very bad and sometimes deadly bleeding problems or infections Tell your doctor right away if you have signs of infection like fever chills very bad sore throat  ear or sinus pain cough more sputum or change in color of sputum pain with passing urine mouth sores a wound that will not heal any bruising or bleeding or if you feel very tired or weak Do not get a weakened bacteria like BCG for bladder cancer while you use inFLIXimababda Talk with your doctor Have your skin checked Tell your doctor if you have any skin changes like a new wart skin sore or reddish bump that bleeds or does not heal or a change in the color or size of a mole If you have had hepatitis B before or carry the virus inFLIXimababda can cause the virus to become active This can lead to very bad and sometimes deadly liver problems You will be tested for hepatitis B before starting inFLIXimababda You will need to watch for signs of hepatitis while taking inFLIXimababda and for several months after stopping it Talk with your doctor Rarely people using drugs like this one have had nervous system problems Sometimes these problems have not gone away Call your doctor right away if you have a burning numbness  or tingling feeling that is not normal change in eyesight dizziness  seizures  or weakness in your arms or legs Very bad and sometimes deadly liver problems have happened with inFLIXimababda Call your doctor right away if you have signs of liver problems like dark urine feeling tired not hungry upset stomach or stomach pain lightcolored stools throwing up or yellow skin or eyes Abnormal heartbeats heart attacks high or low blood pressure  and strokes have happened during and within 24 hours after the infusion Sometimes heart attacks have been deadly Loss of eyesight has also happened during and within 2 hours after the infusion Talk with the doctor If you are 60 or older use inFLIXimababda with care You could have more side effects Use with care in children Talk with the doctor If using in a child make sure your child is up to date with all vaccines Tell your doctor if you are pregnant or plan on getting pregnant You will need to talk about the benefits and risks of using inFLIXimababda while you are pregnant If you used inFLIXimababda when you were pregnant tell your babys doctor Your baby may have a higher chance of getting an infection for at least 6 months after birth Your babys doctor will also need to decide when your baby is to get any vaccines Certain vaccines may cause infections that can lead to very bad health problems or death if given within 6 months after birth  How is this medicine InFLIXimababda best taken Use inFLIXimababda as ordered by your doctor Read all information given to you Follow all instructions closely It is given as an infusion into a vein over a period of time You may have more chance of getting an infection Wash hands often Stay away from people with infections colds or flu Have blood work checked as you have been told by the doctor Talk with the doctor This medicine may affect certain lab tests Tell all of your health care providers and lab workers that you take inFLIXimababda Talk with your doctor before getting any vaccines Use of some vaccines with inFLIXimababda may raise the chance of an infection  What do I do if I miss a dose Call your doctor to find out what to do  See also Dosage Information in more detail What are some side effects that I need to call my doctor about right away WARNINGCAUTION Even though it may be rare some people may have very bad and sometimes deadly side effects when taking a drug Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect Signs of an allergic reaction like rash hives itching red swollen blistered or peeling skin with or without fever wheezing tightness in the chest or throat trouble breathing swallowing or talking unusual hoarseness or swelling of the mouth face lips tongue or throat Signs of lupus like a rash on the cheeks or other body parts sunburn easy muscle or joint pain chest pain or shortness of breath or swelling in the arms or legs Signs of high or low blood pressure like very bad headache or dizziness passing out change in eyesight Weakness on 1 side of the body trouble speaking or thinking change in balance drooping on one side of the face or blurred eyesight Chest pain or pressure Very bad back pain  Pale skin Swollen gland Night sweats  A big weight loss  Loss of eyesight Black tarry or bloody stools A skin lump or growth Fast or slow heartbeat  Red scaly patches or bumps that are pus filled Fever chills itching hives chest pain or pressure or shortness of breath when drug is given Other drugs may be given to avoid these Heart failure has happened with inFLIXimababda as well as heart failure that has gotten worse in people who already have it Tell your doctor if you have heart disease Call your doctor right away if you have shortness of breath a big weight gain a heartbeat that is not normal or swelling in the arms or legs that is new or worse A very bad skin reaction  StevensJohnson syndrome  toxic epidermal necrolysis  may happen It can cause very bad health problems that may not go away and sometimes death Get medical help right away if you have signs like red swollen blistered or peeling skin with or without fever red or irritated eyes or sores in your mouth throat nose or eyes  What are some other side effects of InFLIXimababda All drugs may cause side effects However many people have no side effects or only have minor side effects Call your doctor or get medical help if any of these side effects or any other side effects bother you or do not go away Headache Upset stomach or throwing up Belly pain Feeling tired or weak Flushing Irritation where the shot is given Signs of a common cold  These are not all of the side effects that may occur If you have questions about side effects call your doctor Call your doctor for medical advice about side effects You may report side effects to the FDA at 1800FDA1088 You may also report side effects at httpwwwfdagovmedwatch  See also Side effects in more detail If OVERDOSE is suspected If you think there has been an overdose call your poison control center or get medical care right away Be ready to tell or show what was taken how much and when it happened  How do I store andor throw out InFLIXimababda If you need to store inFLIXimababda at home talk with your doctor nurse or pharmacist about how to store it  Consumer information use If your symptoms or health problems do not get better or if they become worse call your doctor Do not share your drugs with others and do not take anyone elses drugs Keep a list of all your drugs prescription natural products vitamins  OTC with you Give this list to your doctor Talk with the doctor before starting any new drug including prescription or OTC natural products or vitamins  Keep all drugs in a safe place Keep all drugs out of the reach of children and pets Throw away unused or expired drugs Do not flush down a toilet or pour down a drain unless you are told to do so Check with your pharmacist if you have questions about the best way to throw out drugs There may be drug takeback programs in your area This medicine comes with an extra patient fact sheet called a Medication Guide Read it with care Read it again each time inFLIXimababda is refilled If you have any questions about inFLIXimababda please talk with the doctor pharmacist or other health care provider Some drugs may have another patient information leaflet Check with your pharmacist If you have any questions about inFLIXimababda please talk with your doctor nurse pharmacist or other health care provider If you think there has been an overdose call your poison control center or get medical care right away Be ready to tell or show what was taken how much and when it happened,entyvio
a782f4e24d2a34637f07141d508eef7e0a766bd2,NCOT Sorry Ive been away and could not get internet Had a horrible time with heat making me visciously illso went to a cooler locale only to discover no internet available even on my cell Freaked me out I hope the entyvio kicks in I spoke to a friend and she said it took her 5 or 6 infusions before she noticed any difference You never know I am sorry about the family situation I completely understand My Mom used to compare and pit me against my older brother and sister And she would pit them against me We didnt develop close relationships and it still bothers me My mother and brother passed away and it made me realize how much I missed But there are times when you may have to place yourself in the time out corner so you can process everything ieavoid the scoundrels for awhile Lol Now I am frantically trying to build a relationship with my sister I see so many wonderful things about her and wonder how I could have been so blind before So dont give up You never know when things will change Was glad to hear that you have a good doctor that you can trust He sounds like he is thinking ahead and trying to make additional plans just in caserather than waiting for the problems to take him by surpriseI hope you feel better soon Hang in there Clo Post Edited clo2014  472017 91722 PM GMT6,entyvio
5ffcfd708d522e80fd47f7504cd6b8d8e2b2d42e,I am in a severe flare Could use some advice I have pan uc It effects the entire colon I am up all night 23 xs all hour Its like my bottom is having contraction  but only thru doing that I can pee a little I feel the need to pee but canthe unless I push hard My ribs are even sore No medicine has worked Im currently taking entyvio 1st dose last week Praying this works,entyvio
e17e7be628fa8417ea2f7c84028d85eb875257d3,So nice to hear that youve been in remission for this long Ive wondered how long remission with entyvio can last since theres not a lot of data yet so YAY Thanks for the update UC pancolitis DX March 2016 Partial Colectomy for diverticulitis Sept 2014 Apriso 375 g x 4day Canasa  Uceris foam as needed Supplements Zinc Lglutamine Probiotics Reuteri pearls VSL 3 Folic Acid CoQ10 turmeric boswellia milk thistle NAC reservatol colostrum glycine Started Entyvio 32917 Constant flares since March 2016 only relieved by Prednisone IN REMISSION,entyvio
88b4530e00de89cca5d2d6a10361c46d076475c3,Remind me when you started Entyvio and when your pill cam was I think Entyvio is really slow acting and so perhaps its not enough time to rule it out completely I started Entyvio in August and after my January dose I finally felt like it was doing something Diagnosed wCrohns in 2005 Meds synthroid allergy meds B12 liquid probiotics fish oil turmeric migraine meds prn and vicodin prn Gall bladder removed 815 Started Entyvio 8516 Have tried sulfasalazine asacol entocort imuranallergic humira remicade serious joint painfatigue stopped after 2 doses 6MP cimzia pentasa MTX  Arava for joint pain,entyvio
ff34226c1061e8f546fe86ba189e80948d240b12,On the point about the appendix keep in mind the science is still out on that httpwwwhealiocomgastroenterologyinflammatoryboweldiseasenewsonline7B887c5995623548b7be75cf620350616e7Dappendectomydoesnotreduceriskforcolectomyinpatientswithuc Have you had your TI biopsied yet That and the endoscopic appearance can help differentiate backwash and CD I got sent to Dr Steinhart at Mount Sinai for that very reason getting my results in about an hour Mount sinai is the best in Canada but the wait times MAY be a little long so make sure to get on it What drugs are you on now Pancolitis UC since Sept 2009  Averaged 814 BMsday over this time with no response or remission Therapy Salofalk5ASA enema and oral  4g each Clinical Trial Drugs Failed Therapies Entyvio AntiMAdCAM Antibody  225mg injection4 weeks study drug Remicade  400 ml Nicotine patches  21 mg Imuran  100 mg,entyvio
172fd22f5140d071bfda07e184aa75817c331184,Is it ever a sharp pain The gnawing sounds about right though My disease has been active this whole time which is another issue entirely sigh Hes worried the Entyvio isnt doing its job but it was a clear improvement so were still doing it,entyvio
3b44954491330a9284f9819ed4aa6c5798af8ec9,Good points guys lemme give you some info Been on simponi for almost a year I feel its doing nothing I take 1 shot a month increased to 2 also did nothing I feel Started cbd oil went in remission for 7 weeks Last flex sig I was just past a flare about 4 weeks after I started cbd so I felt there was wasnt gonna be much that showed up and that proved to be true Currently just added simponi docs orders been a week has done absolutely nothing In the past was on remicade 3 years Entyvio Humira Simponi as of the last 12 months,entyvio
f56238b5e5ba3062d399f06b0034af57804de46a,Thanks for the input guys Ive had no discernible quality of life am essentially housebound have left the house 6 times since Thanksgiving mostly for medical stuff and with stupid levels of preparation which is I think why Im so at peace with the possibility Having 20 BMsday for the last month better but not great now that Im back on pred and Im not convinced theres even much point in trying Entyvio if the Remicade doesnt work save for being a distance runnercyclist mildly concerned about dehydration and electrolyte imbalance But Im also reasonably certain I can manage those things where I cant manage this I appreciate the points of viewhelps me to clarify that Im not desperate and rushing it Just desperate  Dx 51717 flaring since 32018 Rx Lialda 12gx4 Uceris sometimes Humira fail Xeljanz did not tolerate on deck Remicade wtg for approval,entyvio
d92be78d5271d80087a8f28839a3beaccb804410,Thanks straydog Sorry about your ending up in ER though hope it helped at least  I had a good day yesterday Had my Entyvio infusion in the morning and then went to my gardening place in the afternoon where I planted 8 rowan and potted loads of silver birches Sadly it takes up to 50 years for rowan to mature fully so I probably wont see them in their full grown glory  Going to see my care coordinator shortly Little bit anxious as Ive got nothing else on for the rest of the week now and dont want to sink back into depression and boredom,entyvio
e7b14240c19e9c5bfefd05d7a175635dc8d91d64,Have fun and take it one step at a time Be proactive but not overvigilant UC pancolitis DX March 2016 Partial Colectomy for diverticulitis Sept 2014 Apriso 375 g x 4day Canasa  Uceris foam as needed Supplements Zinc Lglutamine Probiotics Reuteri pearls VSL 3 Folic Acid CoQ10 turmeric boswellia milk thistle NAC reservatol colostrum glycine Started Entyvio 32917 Constant flares since March 2016 only relieved by Prednisone IN REMISSION,entyvio
809f4a25724d454b63dc372c9defcde4dc0ab515,Hi all I was diagnosed with Crohns Disease in 2013 when I was 16 Ive tried a ton of medications Remicade Humira Methotrexate 6MP Entyvio and even Stelara Some of these Ive had allergic reactions to and others Ive just stopped responding to So nothing has really put me in remission My latest visit to the GI doctor was because Ive developed a fistula connecting my colon to my bladder A colonoscopy a few weeks later showed some pretty severe inflammation blood fistulas all the works So my GI is recommending surgery Ive had surgeries for abscesses before but this is my first resection From what I understand I only need a part of the sigmoid colon resected for now but I am very nervous about not having enough healthy colon before the rectum to be used for reconnection So a colostomy is a very real possibility Im only 21 so it makes me a little nervous If anyone has tips or insights into life with a colostomy after a sigmoid resection Id really appreciate it Thanks,entyvio
8f9465219be0e244d578aa4567275dbcc5ab0cea,Happy anniversary too The struggle takes its toll doesnt it I was looking for a piece of paper for my daughter and ended up going through the 6 years of medical files I ended up sobbing on the floor remembering the pain desperation sleepless nights counting the toilet flushesreread all of the pleading letters to docs school officials drug companies insurance companies etc Really had a PTSD moment So glad to put that chapter behind and I am sure you feel that way too The new normal is so much better than the drug seeking UC day Happy for you and us Door  3 was all we had and it contained a new lease on life Hugs Daughter 22 diagnosed 108 wUC Drug sampling AsacolCortifoam6mpColazalRowasaPPIS Flagyl PredDiet not directly impactful Remi wadjustments remission 4 yrs reremission with Tacro 6 mo Back to Endocort UcerisCanasa hospital10 Pancolitis Retried Remi Entyvio didnt stop train Jpouch surgery Step 1 82814 Step 2 120514 Takedown 32315 UC gone,entyvio
